id,instruction
EStG-23-007,"Die Einkünfte aus dem Verkauf der zugekauften Limonaden, Biere und Fleischwaren sind als Einkünfte aus Gewerbebetrieb einzustufen, da die Hinzukaufquote von über 25 % des Umsatzes die Grenze der Nebentätigkeit überschreitet und damit eine selbstständige gewerbliche Tätigkeit darstellt, die nicht mehr als bloße Ergänzung der land- und forstwirtschaftlichen Betätigung angesehen werden kann (§ 23 Abs 1 Z 1 EStG, § 2 Abs 3 EStG, Betriebsstättenerlass 2017 Rz 1.2.1)."
EStG-23-008,"Ja, die Einnahmen sind als Einkünfte aus Gewerbebetrieb zu qualifizieren, da die Influencerin eine nachhaltige, gewinnorientierte Tätigkeit ausübt, die am Markt als Werbepartnerin angeboten wird und zur Bestreitung des Lebensunterhalts dient – die bloße Häufigkeit und Regelmäßigkeit der Posts sowie die Annahme von Geldzahlungen und Sachleistungen deuten auf eine gewerbliche Aktivität hin. Auch die kostenlosen Testmuster stellen steuerpflichtige Einnahmen dar, da sie einen wirtschaftlichen Wert haben und im Zusammenhang mit der entgeltlichen Werbetätigkeit gewährt werden (§ 23 EStG, § 2 Abs 1 UStG, Judikatur des VwGH zur Gewerblichkeit von Influencer-Tätigkeiten)."
EStG-23-009,"Ja, diese Tätigkeit ist als Gewerbebetrieb nach § 23 EStG einzustufen, da der Betreiber durch die regelmäßige Wartung, den separaten Stromvertrag, die systematische Organisation und die kontinuierliche Veräußerung der geschürften Coins eine nachhaltige Gewinnerzielungsabsicht mit Gewinnrealisierungstendenz demonstriert, die über eine bloße Liebhaberei hinausgeht (§ 23 Abs 1 EStG, § 2 Abs 1 GewO 1994). Die bloße Tatsache, dass die Tätigkeit im privaten Keller stattfindet, ändert nichts an dieser Qualifizierung, solange die objektiven Merkmale eines Gewerbebetriebs erfüllt sind."
EStG-23-010,"Diese Tätigkeit ist als Gewerbebetrieb einzustufen, da die Häufigkeit der Transaktionen (50 täglich), die professionelle Infrastruktur (Software, Büro), die Fremdfinanzierung mit Hebelwirkung und die Erwirtschaftung des gesamten Lebensunterhalts darauf hindeuten, dass es sich um eine nachhaltige, planmäßige und mit Gewinnabsicht betriebene Tätigkeit handelt, die über die bloße private Vermögensverwaltung hinausgeht (§ 23 Abs 1 EStG, § 2 Abs 1 Z 1 UStG, Judikatur des VfGH zur Abgrenzung von Vermögensverwaltung und Gewerbebetrieb)."
EStG-23-011,"Nein, diese Verluste sind nicht berücksichtigungsfähig, da die Tätigkeit des Hobbymalers mangels Gewinnerzielungsabsicht nicht als Gewerbebetrieb gemäß § 23 EStG qualifiziert, sondern als Liebhaberei einzustufen ist – die fehlende Aussicht auf Gewinn bei fortgesetzter Verlustträchtigkeit über zehn Jahre widerlegt die erforderliche Gewinnerzielungsabsicht (§ 23 Abs 1 EStG, § 4 Abs 1 BAO)."
EStG-23-012,"Nein, diese Einkünfte sind nicht als Einkünfte aus Gewerbebetrieb gemäß § 23 EStG zu werten, da die gelegentliche Vermittlungstätigkeit ohne systematische Geschäftsorganisation, Werbung und regelmäßige Betätigung nicht die erforderliche Gewerblichkeit erfüllt; vielmehr handelt es sich um gelegentliche Einkünfte aus sonstigen Leistungen gemäß § 23 Abs 1 Z 1 EStG (§ 23 EStG, § 2 Abs 1 Z 1 GewO 1994)."
EStG-23-013,"Dies ist eine Gewerbebetriebstätigkeit, da die systematische, regelmäßige Häufigkeit von etwa 15 Transaktionen jährlich, die planmäßige Reinvestition der Erlöse und die Nutzung spezialisierter Handelsplattformen auf eine nachhaltige Gewinnerzielungsabsicht und wirtschaftliche Betätigung hindeuten, die über gelegentliche private Vermögensverwaltung hinausgeht. (§ 2 Abs 1 Z 1 EStG, § 23 EStG, Judikatur des VfGH zur Abgrenzung Gewerbebetrieb/private Vermögensverwaltung)"
EStG-23-014,"Ja, die Einkünfte aus dem Verlagsgeschäft sind als Einkünfte aus Gewerbebetrieb einzustufen, da der Journalist durch die Gründung eines Verlags, den Ankauf von Texten, die Drucklegung und den systematischen Vertrieb über den Zeitschriftenhandel eine selbstständige, nachhaltige Geschäftstätigkeit mit Gewinnerzielungsabsicht ausübt, die sich von seiner freiberuflichen Tätigkeit als Journalist unterscheidet und die Merkmale eines Gewerbebetriebs erfüllt (§ 23 EStG, § 2 Abs 1 GewO 1994)."
EStG-23-015,"Diese Tätigkeit ist als Gewerbebetrieb einzustufen, da die systematische, wiederholte Ankauf-Restaurierungs-Verkaufs-Tätigkeit mit Gewinnerzielungsabsicht, der Einsatz von Fachpersonal und die Absicht der Fortführung zur Lebensunterhaltssicherung auf eine nachhaltige gewerbliche Betätigung hindeuten und nicht mehr unter die private Vermögensverwaltung fallen (§ 23 Abs 1 EStG, § 2 Abs 1 UStG, Judikatur des VwGH zur Abgrenzung von Gelegenheitsgeschäften)."
EStG-23-016,"Nein, hier liegt kein Gewerbebetrieb vor, da die gelegentliche Vermietung der Oldtimer ohne ernsthafte Gewinnabsicht und ohne objektive Gewinnerzielungsmöglichkeit nicht die erforderliche Nachhaltigkeit und Gewinnorientierung aufweist, die für ein Gewerbe notwendig sind (§ 23 Abs 1 EStG). Die Tätigkeit ist vielmehr als private Vermietung eines Privatvermögens einzustufen, bei der allenfalls Einkünfte aus Vermietung und Verpachtung vorliegen können (§ 6 Abs 1 Z 1 EStG)."
EStG-23-017,"Ja, es liegt ein Gewerbebetrieb vor, da die regelmäßige Durchführung von etwa 40 Verkaufstransaktionen pro Jahr mit erheblichen Gewinnmargen (200 % Aufschlag) eine nachhaltige Gewinnerzielungsabsicht und wirtschaftliche Tätigkeit dokumentiert, die über gelegentliche private Veräußerungen hinausgeht und die Merkmale der Gewerblichkeit erfüllt (Regelmäßigkeit, Wiederholung, Gewinnerzielungsabsicht, Teilnahme am wirtschaftlichen Verkehr). (§ 23 Abs 1 EStG, § 2 Abs 1 UStG, Judikatur des VfGH zur Gewerblichkeit)"
EStG-23-018,"Nein, es liegt kein Gewerbebetrieb vor, da die Tätigkeit die Merkmale des privaten Kapitalvermögens erfüllt: Die längere Haltefrist von 18–24 Monaten, die fehlende Betriebsstätte, die Lagerung ohne Bearbeitung und die begrenzte Anzahl von Transaktionen deuten auf Spekulationsgewinne hin, die gemäß § 23 Abs 1 Z 1 EStG steuerfrei sind, sofern die Haltefrist von einem Jahr überschritten wird. (§ 23 Abs 1 Z 1 EStG, § 2 Abs 3 Z 1 EStG)"
EStG-23-019,"Diese Tätigkeit ist als Gewerbebetrieb einzustufen, da die regelmäßigen und systematischen Verkäufe (ca. 20 pro Jahr) mit gezielter Beobachtung von Marktpreisen und Reinvestition der Erlöse auf eine nachhaltige Gewinnerzielungsabsicht und wirtschaftliche Betätigung hindeuten, die über gelegentliche private Vermögensverwaltung hinausgeht. (§ 23 Abs 1 EStG, § 2 Abs 1 Z 1 UStG, Judikatur zum Merkmal der ""Nachhaltigkeit"" und ""Gewinnerzielungsabsicht"")"
EStG-23-020,"Diese Tätigkeit ist als Gewerbebetrieb einzustufen, da die systematische Beschaffung, Lagerung und der regelmäßige Verkauf mit erheblichen Gewinnmargen (150 %) sowie die jährliche Häufigkeit von etwa 25 Verkäufen auf eine nachhaltige Gewinnerzielungsabsicht und wirtschaftliche Betätigung hindeuten, die über gelegentliche private Vermögensverwaltung hinausgeht (§ 23 Abs 1 EStG, § 2 Abs 1 Z 1 GewO 1994)."
EStG-23-021,"Ja, Zinsen aus einem Darlehen eines Kommanditisten an die KG stellen Zinseinkünfte dar, die als Einkünfte aus Kapitalvermögen zu versteuern sind, sofern das Darlehen nicht als Einlage in die Kommanditgesellschaft qualifiziert wird. (§ 20 Abs 1 Z 7 EStG 1988, § 8 Abs 3 EStG 1988)"
EStG-23-022,"Nein, das ist nicht korrekt. Mieteinnahmen aus der Vermietung an die OG selbst sind keine Einkünfte aus Vermietung und Verpachtung, sondern stellen eine verdeckte Gewinnausschüttung dar, die beim Gesellschafter als Einkünfte aus Gewerbebetrieb zu behandeln sind (§ 4 Abs 1 Z 1 EStG 1988, § 5 Abs 1 EStG 1988). Alternativ können solche Mietleistungen unter bestimmten Voraussetzungen als Betriebsausgaben der OG anerkannt werden, wenn sie marktüblich sind (§ 4 Abs 1 EStG 1988)."
EStG-23-023,"Nein, ein OG-Gesellschafter kann sein Gehalt nicht über die Lohnsteuer abrechnen, da Gesellschafter-Geschäftsführer keine Arbeitnehmer sind und daher nicht unter die Lohnsteuerpflicht fallen; stattdessen ist das Gehalt als Betriebsausgabe der OG abzugsfähig und beim Gesellschafter als Einkommen aus Gewerbebetrieb zu versteuern (§ 4 Abs 4 EStG 1988, § 6 Abs 1 Z 4 EStG 1988)."
EStG-23-024,"Der Veräußerungsgewinn aus dem Betriebsverkauf ist als gewerbliche Einkünfte zu versteuern, da die Betriebstätigkeit bis zur Veräußerung ausgeübt wurde und der Gewinn aus dieser Tätigkeit stammt; die nachfolgende Pensionierung ändert nichts an der Besteuerung des Veräußerungsgewinns (§ 4 Abs 1 EStG 1988, § 30 EStG 1988)."
EStG-23-025,"Ja, die dauerhafte Vermietung von 8 Eigentumswohnungen mit Nachhaltigkeit und Gewinnabsicht erfüllt die Voraussetzungen einer gewerblichen Tätigkeit nach § 23 EStG 1988, da die Vermietung von Immobilien als selbständige, nachhaltige Tätigkeit mit Gewinnabsicht grundsätzlich gewerblich ist, sofern nicht die Ausnahme des privaten Vermögensverwaltung greift, die hier bei dieser Anzahl und Struktur nicht anzunehmen ist (§ 23 Abs 1 Z 1 EStG 1988, § 2 Abs 1 Z 1 GewO 1994)."
EStG-23-026,"Nein, die passive Beteiligung eines Kommanditisten ändert nichts an der Qualifikation als Gewerbebetrieb, da die Beteiligung an einer Kommanditgesellschaft grundsätzlich als Einkünfte aus Gewerbebetrieb behandelt wird, unabhängig vom Ausmaß der tatsächlichen Geschäftstätigkeit des einzelnen Partners. (§ 2 Abs 1 Z 1 EStG 1988, § 1 Abs 1 KStG 1988)"
EStG-23-027,"Nein, ein einmaliger Verkauf von alten Möbeln auf einem Flohmarkt stellt keinen Gewerbebetrieb dar, da die erforderliche Nachhaltigkeit und Gewinnabsicht fehlen – es handelt sich um eine private Veräußerung, die unter die Ausnahme des § 23 Abs 1 Z 1 EStG fällt und daher steuerfrei ist. (§ 23 Abs 1 Z 1 EStG)"
EStG-23-028,"Ja, die monatliche Vergütung für die Überlassung des privaten Pkw an die KG stellt sonstige Einnahmen dar, da es sich um eine Gegenleistung für die Nutzungsüberlassung eines Wirtschaftsguts handelt, die nicht unter die anderen Einkunftsarten fällt. (§ 2 Abs 1 Z 7 EStG 1988, § 6 Abs 1 Z 1 EStG 1988)"
EStG-23-029,"Nein, diese vier Kriterien sind zwar notwendig für die Einstufung als Gewerbebetrieb, aber nicht hinreichend – zusätzlich muss die Tätigkeit auch in einer planmäßigen Wiederholung ausgeübt werden und darf nicht unter die Ausnahmen des § 23 Z 2 fallen (wie freie Berufe, Künstler oder Wissenschaftler). (§ 23 Z 1 und Z 2 EStG 1988)"
EStG-23-030,"Nein, der Gewinnanteil eines stillen Gesellschafters fällt nicht unter § 23 EStG (Einkünfte aus Gewerbebetrieb), sondern unter § 20 EStG (Einkünfte aus Kapitalvermögen), da die stille Gesellschaft eine reine Kapitalanlage darstellt und der stille Gesellschafter nicht am Betriebsvermögen beteiligt ist (§ 20 Abs 1 Z 1 EStG, § 181 UGB)."
EStG-23-031,"Ja, bei Betriebsaufgabe ohne Verkauf muss der Einzelunternehmer einen Aufgabegewinn versteuern, der sich aus der Differenz zwischen dem gemeinen Wert der Betriebsmittel im Zeitpunkt der Aufgabe und deren Buchwert ergibt und als Einkünfte aus Betriebstätigkeit zu versteuern ist (§ 4 Abs 1 EStG 1988, § 5 Abs 1 EStG 1988)."
EStG-23-032,"Nein, nur der Komplementär muss seinen Gewinnanteil nach § 23 EStG versteuern, da er als Gesellschafter einer Personengesellschaft gilt und damit Einkünfte aus Gewerbebetrieb erzielt. Der Kommanditist versteuert seinen Gewinnanteil dagegen nach § 20 EStG als Einkünfte aus Kapitalvermögen, sofern er nicht aktiv am Geschäftsbetrieb beteiligt ist (§ 23 Abs 1 Z 2 EStG, § 20 Abs 1 Z 11 EStG)."
EStG-23-033,"Nein, der Fotograf liegt nicht richtig. Fotografie ist gemäß österreichischer Rechtsprechung und Verwaltungspraxis eine gewerbliche Tätigkeit und nicht automatisch ein freier Beruf, es sei denn, es liegt eine künstlerische Tätigkeit mit überwiegend schöpferischem Charakter vor – was bei kommerzieller Fotografie regelmäßig nicht der Fall ist. (§ 2 Abs 1 GewO 1994, Freiberufler-VO)"
EStG-23-034,"Nein, das stimmt nicht. Die ausschließlich geistige Tätigkeit ist kein Ausschlusskriterium für einen Gewerbebetrieb; entscheidend ist vielmehr, ob die Tätigkeit selbständig, nachhaltig und mit Gewinnabsicht ausgeübt wird – alle drei Kriterien sind hier erfüllt und führen zur Qualifikation als Gewerbebetrieb. (§ 2 Abs 1 GewO 1994)"
EStG-23-035,"Nein, der Gewinnanteil des Kommanditisten fällt nicht unter § 23 EStG, da dieser nur für Einkünfte aus Gewerbebetrieb gilt und die Beteiligung an einer Personengesellschaft (GmbH & Co KG) zu Einkünften aus Kapitalvermögen oder Beteiligung führt, die unter § 27 Abs 1 Z 1 EStG (Einkünfte aus Beteiligung an Kapitalgesellschaften) oder § 27 Abs 3 EStG (Einkünfte aus Beteiligung an Personengesellschaften) zu qualifizieren sind. (§ 23 EStG, § 27 EStG)"
EStG-23-036,"Nein, die ausschließliche Erbringung von Leistungen innerhalb der Familie ohne Außenauftritt führt nicht automatisch zum Fehlen der Beteiligung am allgemeinen wirtschaftlichen Verkehr, wenn die Tätigkeit sonst alle Merkmale einer Betriebstätigkeit erfüllt – entscheidend ist die objektive Ausrichtung der Tätigkeit auf Gewinnerzielung und Nachhaltigkeit, nicht die tatsächliche Marktpräsenz. (§ 2 Abs 1 EStG 1988, § 1 Abs 1 KStG 1988)"
EStG-23-037,"Nein, der Journalist hat nicht recht. Die schriftstellerische Tätigkeit ist grundsätzlich ein Gewerbebetrieb, wenn sie mit der Absicht der Gewinnerzielung und Nachhaltigkeit ausgeübt wird, unabhängig davon, dass Schriftsteller und Künstler unter bestimmten Voraussetzungen Begünstigungen erhalten können. (§ 2 Abs 1 GewO 1994, § 4 Abs 1 Z 14 EStG 1988)"
EStG-23-038,"Nein, die Tätigkeit eines Steuerberaters als Einzelunternehmer ist eine freiberufliche Tätigkeit und fällt nicht unter den Gewerbebetrieb, sondern unter die Einkünfte aus freiberuflicher Tätigkeit (§ 2 Abs 3 EStG 1988, § 1 Abs 2 FBERUFSV)."
EStG-23-039,"Nein, ein Arzt erzielt mit seiner Ordination Einkünfte aus freiberuflicher Tätigkeit, nicht aus Gewerbebetrieb, da die ärztliche Tätigkeit eine Freiberuflerschaft darstellt und nicht unter die Gewerbebetriebsdefinition fällt. (§ 2 Abs 1 Z 1 EStG 1988, § 1 Abs 2 GewO 1994)"
EStG-23-040,"Nein, das stimmt nicht. Der Hofladen stellt eine gewerbliche Betätigung dar, die der Einkommensteuerveranlagung als Einkünfte aus Gewerbebetrieb unterliegt, sofern die Betriebsstätte, das Warenlager oder die Geschäftseinrichtung in Österreich liegt und die Tätigkeit über die bloße Direktvermarktung hinausgeht (§ 2 Abs 3 EStG 1988, § 23 EStG 1988). Die Landwirtschaft und der Hofladen sind getrennt zu behandeln, wobei der Hofladen als eigenständiger Gewerbebetrieb zu qualifizieren ist, wenn er nicht nur gelegentlich betrieben wird (§ 2 Abs 1 Z 1 EStG 1988)."
EStG-23-041,"Nein, die Einkünfte sind nicht als Gewerbebetrieb zu werten, da eine einzelne Sanierung und der Verkauf eines geerbten Hauses ohne Wiederholungsabsicht nicht den Tatbestand der Gewerblichkeit erfüllen; entscheidend ist, dass kein Betrieb einer Unternehmung vorliegt, sondern eine isolierte Vermögensveräußerung, die unter die Spekulationsfrist des § 30 Abs 3 EStG 1988 fallen könnte, aber nicht automatisch als Gewerbebetrieb einzustufen ist (§ 2 Abs 1 EStG 1988, § 30 Abs 3 EStG 1988)."
EStG-23-042,"Nein, der kommerzielle Hochseilklettergarten fällt nicht unter die Einkünfte aus Land- und Forstwirtschaft, sondern unter Einkünfte aus Gewerbebetrieb, da die intensive Bewerbung und regelmäßige Erhebung von Eintrittsgeldern eine selbstständige wirtschaftliche Tätigkeit darstellen, die über die typische Forstwirtschaft hinausgeht (§ 2 Abs 1 EStG 1988, § 4 Abs 1 EStG 1988). Die bloße Lage auf einem Waldgrundstück ändert nichts an dieser Qualifizierung, da die Betriebsstätte und nicht die Grundstückslage für die Einkunftsart entscheidend ist (§ 6 Abs 1 Z 1 EStG 1988)."
EStG-23-043,"Nein, das ist nicht korrekt. Fußpflege und Nageldesign sind gewerbliche Tätigkeiten, die der Gewerbeanmeldung bedürfen, unabhängig von der medizinischen Ausbildung der Person – eine bloße Berufsausbildung begründet keine Freiberuflichkeit für handwerkliche Kosmetikleistungen (§ 2 Abs 1 GewO 1994, § 1 Abs 2 EStG 1988). Die medizinische Qualifikation könnte allenfalls bei therapeutischen Fußpflegeleistungen relevant sein, nicht aber bei kosmetischen Nageldesign-Arbeiten."
EStG-23-044,"Ja, die Mieteinnahmen aus der Vermietung der Lagerhalle an die KG sind Einkünfte aus Vermietung und Verpachtung, da die Kommanditistin als Privatperson (nicht als KG-Betriebsvermögen) die Halle vermietet und damit eine selbstständige Einkunftsquelle begründet hat, unabhängig davon, dass der Mieter die eigene Beteiligungsgesellschaft ist (§ 2 Abs 3 EStG 1988, § 6 Abs 1 EStG 1988)."
EStG-23-045,"Nein, es liegt kein Gewerbebetrieb vor, da die gelegentlichen Verkäufe ohne Gewinnerzielungsabsicht und mit regelmäßigen Verlusten nicht die erforderliche Nachhaltigkeit und Gewinnabsicht erfüllen, die für eine gewerbliche Tätigkeit notwendig sind (§ 23 Abs 1 EStG, § 2 Abs 1 UStG)."
EStG-23-046,"Die Gewinnanteile eines atypisch stillen Gesellschafters sind als Einkünfte aus Gewerbebetrieb zu versteuern, da die Beteiligung an Gewinn, Verlust und stillen Reserven eine Mitunternehmerschaft begründet und damit eine Beteiligung am Betriebsergebnis darstellt, nicht nur eine reine Kapitalanlage. (§ 4 Abs 1 EStG 1988, § 2 Abs 1 EStG 1988)"
EStG-23-047,"Nein, die Zinsen der Ehefrau stellen keine Einkünfte aus Gewerbebetrieb dar, sondern Einkünfte aus Kapitalvermögen, da die Ehefrau nicht selbst als Gesellschafterin an der OG beteiligt ist und die bloße Gewährung eines Darlehens mit Zinsen keine gewerbliche Tätigkeit konstituiert (§ 23 Z 2 EStG, § 27 Abs 1 EStG)."
EStG-23-048,"Ja, der Hobbygärtner erfüllt das Merkmal der Beteiligung am allgemeinen wirtschaftlichen Verkehr, da er durch den regelmäßigen Verkauf von Marmelade an einem öffentlich zugänglichen Ort an der Bundesstraße mit Gewinnerzielungsabsicht am Markt teilnimmt und damit eine nachhaltige wirtschaftliche Tätigkeit ausübt. (§ 2 Abs 1 UStG 1994, § 4 Abs 1 EStG 1988)"
EStG-23-049,"Der Merchandise-Verkauf ist als Gewerbebetrieb zu werten, da die Band durch den Verkauf von Waren (T-Shirts, Kappen) mit Gewinnabsicht tätig wird und dieser Umsatzanteil von 50 % die typische künstlerische Tätigkeit übersteigt – die Grenze zwischen Nebengeschäft und eigenständigem Gewerbebetrieb ist damit überschritten. (§ 2 Abs 1 GewO 1994, § 4 Abs 1 EStG 1988)"
EStG-23-050,"Nein, der Unternehmer hat nicht recht. Die Weisungsgebundenheit bezüglich Betriebsabläufe, Preise und Zutaten im Franchise-System beeinträchtigt nicht die erforderliche Selbstständigkeit, da diese sich auf die wirtschaftliche Unabhängigkeit und Eigenverantwortung bezieht, nicht auf die operative Ausgestaltung des Geschäftsbetriebs; entscheidend ist, dass der Unternehmer das Betriebsrisiko trägt und die Geschäftstätigkeit auf eigene Rechnung und Verantwortung ausübt (§ 23 Abs 1 EStG, § 2 Abs 1 GewO 1994)."
EStG-23-051,"Nein, das ist nicht korrekt – die einmalige Durchführung eines Musikfestivals begründet keinen Mangel an Gewerbebetrieb, da die Nachhaltigkeit durch die intensive, längerfristige Vorbereitung und Organisation über ein Jahr hinweg gegeben ist, nicht durch die Häufigkeit der Veranstaltung selbst. Die planmäßige, wiederholte Tätigkeit liegt in der Organisationstätigkeit vor, und das Einkommen aus dem Festival ist als Gewinn aus Gewerbebetrieb steuerpflichtig. (§ 2 Abs 1 Z 1 EStG 1988, § 4 Abs 1 EStG 1988)"
EStG-23-052,"Ja, es handelt sich um Einkünfte aus Gewerbebetrieb, da der E-Sportler durch die regelmäßige, nachhaltige und gewinnorientierte Tätigkeit (Turniergewinne + Streaming-Werbeeinnahmen) eine selbstständige wirtschaftliche Betätigung ausübt, die die Gewerblichkeitskriterien erfüllt (§ 23 Abs 1 EStG). Die Kombination aus Preisgeldern und Streaming-Monetarisierung zeigt die erforderliche Nachhaltigkeit und Gewinnerzielungsabsicht (§ 2 Abs 1 Z 1 GewO 1994)."
EStG-23-053,"Nein, diese Tätigkeit ist nicht als Gewerbebetrieb einzustufen, da es sich um eine gelegentliche, nicht nachhaltig angelegte Verkaufstätigkeit handelt, der die erforderliche Regelmäßigkeit und Gewinnerzielungsabsicht fehlt – die bloße Veräußerung von Eigenerzeugnissen ohne systematische Betriebstätigkeit fällt nicht unter den Gewerbebegriff. (§ 2 Abs 1 GewO 1994, § 4 Abs 1 EStG 1988)"
EStG-23-054,"Nein, die Einkünfte sind als Einkünfte aus Gewerbebetrieb der OG zu behandeln und unterliegen der Einkommensteuer, nicht der Lohnsteuer, da zwischen dem Gesellschafter und der OG kein echtes Arbeitsverhältnis besteht – die Vergütung stellt vielmehr eine Entnahme aus dem Betriebsergebnis dar (§ 2 Abs 3 EStG 1988, § 4 Abs 1 EStG 1988)."
EStG-23-055,"Nein, die Ratenzahlungen stellen keine Einkünfte aus Gewerbebetrieb dar, da der Bäcker durch den Verkauf des Betriebsvermögens eine Betriebsaufgabe durchgeführt hat und die Zahlungen als Veräußerungsentgelt für Betriebsvermögen zu behandeln sind, welche unter die Spekulationsfrist des § 30 EStG 1988 fallen und bei Einhaltung der fünfjährigen Haltefrist steuerfrei sind. (§ 30 EStG 1988, § 4 Abs 1 EStG 1988)"
EStG-23-056,"Dies ist ein Gewerbebetrieb, da die systematische Zucht mit regelmäßigen Würfen, fachgerechter Aufzucht und gewinnorientiertem Verkauf über längere Zeit hinweg auf eine nachhaltige Gewinnerzielungsabsicht hindeutet und damit die Merkmale einer selbstständigen wirtschaftlichen Tätigkeit erfüllt sind – die Ausnahme der Land- und Forstwirtschaft ist nicht gegeben, da Katzenzucht nicht zu diesem Bereich gehört (§ 2 Abs 1 EStG 1988, § 1 Abs 1 GewStG 1994, Judikatur des VwGH zur Gewerblichkeit)."
EStG-23-057,"Nein, das ist nicht richtig. Der Student erzielt Einkünfte aus Gewerbebetrieb, da er eine nachhaltige Tätigkeit mit Gewinnerzielungsabsicht ausübt, die sich durch Herstellung und Verkauf von Waren manifestiert – die bloße Erfindertätigkeit ohne Patent ist unerheblich, entscheidend ist die gewerbliche Verwertung durch Produktion und Vertrieb (§ 2 Abs 1 Z 1 EStG 1988, § 194 BAO)."
EStG-23-058,"Nein, es liegt ein Gewerbebetrieb vor, da der Nachhilfelehrer selbst nicht mehr unterrichtet und nur noch organisatorische und administrative Tätigkeiten ausführt – die persönliche Ausübung der freiberuflichen Tätigkeit ist wesentliches Merkmal eines freien Berufs und entfällt hier. (§ 2 Abs 1 Z 1 GewO 1994, § 1 Abs 2 EStG 1988)"
EStG-23-059,"Nein, dies begründet keinen Gewerbebetrieb nach § 23 EStG, da die Vercharterung einer Privatyacht mit erheblichen Betriebskosten (500.000 Euro) bei minimalen Einnahmen (100.000 Euro) und gleichzeitiger privater Nutzung nicht auf eine nachhaltige Gewinnerzielungsabsicht hindeutet und daher als Liebhaberei einzustufen ist. (§ 23 Abs 3 EStG, § 1 Abs 1 UStG)"
EStG-23-060,"Nein, das ist nicht rechtens. Der Verkauf eines Kommanditanteils an einer Steuerberatungs-GmbH & Co KG ist eine Betriebsvermögensveräußerung, da Kommanditanteile an Personengesellschaften grundsätzlich zum Betriebsvermögen gehören und nicht als private Vermögensgegenstände behandelt werden können, unabhängig davon, dass der Kommanditist nur als Kapitalgeber tätig war (§ 4 Abs 1 EStG 1988, § 1 Abs 1 KStG 1988). Der Gewinn unterliegt daher der Einkommensteuer als Einkünfte aus Gewerbebetrieb beziehungsweise der Körperschaftsteuer."
SELF-001,"Im österreichischen Steuerrecht gibt es keinen speziellen Steuerfreibetrag für Überstunden – Überstundenvergütungen unterliegen der normalen Einkommensteuer und sind als Arbeitslohn zu versteuern. Lediglich die Lohnsteuer kann unter bestimmten Voraussetzungen ermäßigt werden, wenn Überstunden mit Zuschlägen vergütet werden, wobei diese Zuschläge teilweise begünstigt besteuert werden können (§ 67 Abs 1 EStG 1988)."
SELF-002,"Zur Entlastung der kalten Progression wurde für 2026 die Anpassung der Steuertarife und Freibeträge vorgenommen, insbesondere durch die Erhöhung des Grundfreibetrags und die Verschiebung der Steuertarifgrenzen (§ 33 Abs 1 EStG 1988 i.V.m. den jährlichen Valorisierungsbestimmungen gemäß § 2 Abs 2 EStG 1988)."
SELF-003,"Der Verkehrsabsetzbetrag wird durch die jährliche Anpassung der Grenzbeträge gemäß der Inflationsentwicklung erhöht, wobei die angepassten Beträge ab dem Folgejahr gelten (§ 16 Abs 3 EStG 1988). Die Erhöhung erfolgt automatisch durch Verordnung des Bundesministeriums für Finanzen und wirkt sich direkt auf die maximale Höhe des geltend zu machenden Absetzbetrags aus."
SELF-004,"Die Kleinunternehmerbefreiung entfällt, wenn der Umsatz im Kalenderjahr 30.000 Euro übersteigt oder wenn im laufenden Kalenderjahr die Umsatzgrenze von 30.000 Euro überschritten wird und im vorangegangenen Kalenderjahr 30.000 Euro überschritten wurden. (§ 6 Abs 1 Z 27 UStG 1994)"
SELF-005,Der Familienbonus Plus beträgt ab 2025 maximal 2.000 Euro pro Kind unter 18 Jahren und wird als Steuergutschrift gewährt. (§ 2 Abs 2 FamBG 2009 idF BGBl I 2024/135)
SELF-006,"Das Gemeinnützigkeitsreformgesetz 2023 erweitert den Kreis der begünstigten Organisationen und vereinfacht die Spendenabsetzbarkeit durch die Einführung der neuen Kategorie der ""Stiftungen und Fonds für gemeinnützige Zwecke"" sowie durch Vereinheitlichung der Anforderungen für Spendenabzüge (§ 4a Abs 1 EStG 1988 idF Gemeinnützigkeitsreformgesetz 2023). Spenden an begünstigte Organisationen sind nun bis zu 10 % des Gesamteinkommens abzugsfähig, wobei die Mindestspende von 100 Euro entfällt (§ 4a Abs 2 EStG 1988 idF Gemeinnützigkeitsreformgesetz 2023)."
SELF-007,"Gewinne aus dem Verkauf von Kryptowährungen, die im Privatvermögen gehalten werden, sind als Einkünfte aus sonstigen Quellen steuerpflichtig, wenn zwischen Anschaffung und Veräußerung weniger als ein Jahr liegt; bei längerer Haltedauer bleiben sie steuerfrei (§ 27 Abs 3 EStG 1988). Handelt es sich um gewerbliche Tätigkeiten mit Kryptowährungen, sind die Gewinne als Einkünfte aus Gewerbebetrieb zu versteuern (§ 2 Abs 1 Z 1 EStG 1988)."
SELF-008,Der Körperschaftsteuersatz in Österreich beträgt unverändert 24 % und wurde im Jahr 2024 nicht angehoben. (§ 1 KStG 1988)
SELF-009,"Der Investitionsfreibetrag für ökologische Investitionen setzt voraus, dass es sich um Betriebsstätten im Inland handelt, die Investition in Anlagevermögen erfolgt und die Anschaffungskosten mindestens 50.000 Euro betragen, wobei zusätzlich ökologische Kriterien gemäß der Verordnung erfüllt sein müssen. (§ 4h EStG 1988, § 9 Abs 4 KStG 1988)"
