id,prompt
GRESt-AT-068,"Ein Käufer zahlt für ein inländisches Grundstück einen symbolischen Preis, der unter dem maßgebenden Grundstückswert liegt. Kann die Steuer dennoch nach dem niedrigeren Kaufpreis berechnet werden?"
GRESt-AT-069,Eine Privatperson verkauft ihr in Wien gelegenes Einfamilienhaus mittels schriftlichem Kaufvertrag an einen fremden Dritten. Der Vertrag begründet unmittelbar den Anspruch des Käufers auf Übereignung. Unterliegt dieser Vorgang der Grunderwerbsteuer und wer ist Steuerschuldner?
GRESt-AT-070,Ein Käufer hat bereits einen Anspruch auf Übereignung eines Grundstücks in Graz. Noch vor der Durchführung überträgt er diesen Anspruch vertraglich an seine Schwester. Ist schon diese Abtretung grunderwerbsteuerpflichtig?
GRESt-AT-071,Ein österreichischer Staatsbürger verkauft ein ausschließlich in Italien gelegenes Grundstück an einen anderen Privaten. Ist dieser Vorgang nach dem GrEStG 1987 steuerbar?
GRESt-AT-072,"Eine Liegenschaft wird vollständig unentgeltlich verschenkt, also ohne jede Gegenleistung. Welche Bemessungsgrundlage ist nach dem GrEStG grundsätzlich heranzuziehen?"
GRESt-AT-073,"Zwei Miteigentümer teilen ein Grundstück auf. Einer erhält jedoch ein deutlich wertvolleres Teilgrundstück, als es seinem bisherigen Bruchteil entspricht. Ist die gesamte Teilung steuerfrei?"
GRESt-AT-074,Eine Gemeinde setzt Maßnahmen zur besseren Gestaltung von Bauland und überträgt in diesem Rahmen ein Grundstück an einen Privaten. Ist dieser Erwerb steuerfrei?
GRESt-AT-075,Mehrere landwirtschaftliche Flächen werden im Rahmen eines behördlichen Zusammenlegungsverfahrens neu zugeordnet. Ist der Grundstückserwerb in diesem Verfahren grunderwerbsteuerfrei?
GRESt-AT-076,Mit einem Betriebsgrundstück wird auch eine große fest installierte Produktionsmaschine mitübertragen. Gehört diese Maschine für Zwecke des GrEStG automatisch zum Grundstück?
GRESt-AT-077,"Eine Person erhält durch Vertrag zwar keinen formellen Übereignungsanspruch, sie kann ein inländisches Grundstück aber rechtlich und wirtschaftlich bereits auf eigene Rechnung verwerten. Ist auch das grunderwerbsteuerlich relevant?"
GRESt-AT-078,Ein Grundstück in Salzburg geht ohne vorhergehenden Kaufvertrag unmittelbar in das Eigentum eines Erwerbers über. Es liegt also kein den Anspruch auf Übereignung begründendes Rechtsgeschäft vor. Fällt dennoch Grunderwerbsteuer an?
GRESt-AT-079,"Ein Erwerber erhält ohne gesonderten Vertrag direkt die Rechte aus einem bereits bestehenden Kaufanbot über ein inländisches Grundstück, also ohne dass ein schuldrechtliches Geschäft über den Rechtserwerb vorausgegangen ist. Unterliegt auch dieser bloße Rechtserwerb der Grunderwerbsteuer?"
GRESt-AT-080,"Ein Käufer erwirbt ein Grundstück. Zusätzlich zahlt er an einen Dritten einen Geldbetrag dafür, dass dieser auf sein eigenes Interesse am Erwerb des Grundstückes verzichtet. Gehört diese Zahlung an den Dritten zur grunderwerbsteuerlichen Gegenleistung?"
GRESt-AT-081,"Ein Kaufvertrag über ein inländisches Grundstück wird ordnungsgemäß abgeschlossen und die Grunderwerbsteuer entsteht. Zwei Jahre später heben Verkäufer und Käufer den Vertrag einvernehmlich vollständig auf, sodass der Erwerbsvorgang rückgängig gemacht wird. Kann die Steuer auf Antrag nicht festgesetzt werden?"
VAT-INTL-001,"""Was bedeutet eine sonstige Leistung?"""
VAT-INTL-002,"""Was kann als ""sonstigen Leistung"" gelten, die nicht in einer Lieferung besteht?"""
VAT-INTL-003,"""Welche sonstigen Leistungen gegen Entgelt gleichgestellt werden?"""
VAT-INTL-004,"""Wann gilt die Verwendung eines dem Unternehmen zugeordneten Gegenstandes für private Zwecke oder für den Bedarf des Personals als sonstige Leistung?"""
VAT-INTL-005,"""Wann gilt die unentgeltliche Erbringung anderer sonstiger Leistungen für private Zwecke oder den Bedarf des Personals als steuerbare Leistung?"""
VAT-INTL-006,"""Im welchen Fall liegt ein tauschähnlicher Umsatz vor"""
VAT-INTL-007,"""Wann gilt die Überlassung eines gleichartigen Gegenstandes anstelle des herzustellenden Gegenstandes als sonstige Leistung?"""
VAT-INTL-008,"""Was gilt als Entgelt für eine sonstige Leistung im Sinne eines tauschähnlichen Umsatzes?"""
VAT-INTL-009,"""Was ist eine Werkleistung?"""
VAT-INTL-010,„Kann eine sonstige Leistung auch ohne aktives Tun des Unternehmers vorliegen?“
VAT-INTL-011,„Wie grenzt das UStG Lieferungen von sonstigen Leistungen ab?“
VAT-INTL-012,„Unter welchen Voraussetzungen gilt eine unentgeltliche sonstige Leistung als entgeltlich?“
VAT-INTL-013,"„Liegt ein tauschähnlicher Umsatz vor, wenn eine Leistung nicht in Geld vergütet wird?“"
VAT-INTL-014,„Ein Grafikdesigner erstellt ein Logo für ein Unternehmen. Als Gegenleistung erhält er einen Laptop. Welcher Umsatz liegt vor?“
VAT-INTL-015,„Ein Fotograf erstellt Bilder für ein Restaurant und bekommt dafür kostenlose Mahlzeiten. Wie ist dieser Umsatz zu qualifizieren?“
VAT-INTL-016,"„Ein Kunde übergibt einem Schneider Stoff zur Anfertigung eines Anzugs. Der Schneider gibt ihm jedoch einen bereits fertigen, gleichartigen Anzug aus seinem Bestand und verrechnet einen festen Werklohn. Wie ist die Leistung zu beurteilen?“"
VAT-INTL-017,„Ein Tischler erhält Holz von einem Kunden zur Herstellung eines Tisches. Stattdessen liefert er einen bereits produzierten Tisch aus seinem Lager und verlangt einen pauschalen Werklohn. Welcher Umsatz liegt vor?“
VAT-INTL-018,„Ein Eventmanager vermittelt und organisiert Catering-Leistungen durch einen Drittanbieter für seinen Kunden. Welche umsatzsteuerliche Behandlung ist anzuwenden?“
VAT-INTL-019,„Ein Unternehmer beauftragt im eigenen Namen eine IT-Dienstleistung bei einem Dritten und stellt sie seinem Kunden weiter in Rechnung. Wie wird diese Leistung behandelt?“
VAT-INTL-020,„Ein Reisebüro bucht im Namen eines Kunden eine Hotelübernachtung bei einem Drittanbieter. Wie sind die Leistungen umsatzsteuerlich zu behandeln?“
VAT-INTL-021,"""Ein französischer Streaming-Anbieter verkauft ein Monatsabo für Filme an eine Privatperson, die in Wien lebt. Wo ist der Ort der Leistung für die Umsatzsteuer und warum?"""
VAT-INTL-022,"„Ein Mobilfunkanbieter mit Sitz in der Schweiz stellt einer Privatperson Mobilfunkleistungen bereit. Die Person hat keinen gemeldeten Wohnsitz in Österreich, hält sich aber aufgrund eines langfristigen Projekts seit 8 Monaten durchgehend in einer Mietwohnung in Innsbruck auf. Der Kunde nutzt das Handy ausschließlich in Innsbruck. Wo ist der steuerliche Leistungsort für diese Gebühren nach österreichischem Recht, obwohl kein offizieller Wohnsitz vorliegt?“"
VAT-INTL-023,"""Ein US-Unternehmen stellt einer österreichischen GmbH Speicherplatz in der Cloud zur Verfügung. Gilt hier das Prinzip des Wohnsitzes des Empfängers gemäß den Regeln für elektronische Dienstleistungen an Nichtunternehmer?"""
VAT-INTL-024,"""Ein österreichischer Mobilfunkanbieter erbringt Telekommunikationsleistungen an eine Privatperson. Die Person hat ihren offiziellen Wohnsitz in Österreich, hält sich jedoch für ein ganzes Jahr beruflich in den USA auf. Das Handy wird in diesem Jahr ausschließlich in den USA genutzt. Wo ist der steuerliche Leistungsort für diese Mobilfunkrechnungen?“"
VAT-INTL-025,„Ein österreichisches Unternehmen vermietet Spezialwerkzeug an eine Privatperson in Brasilien. Wo gilt diese Leistung als ausgeführt?“
VAT-INTL-026,"„Ein österreichischer Rechtsanwalt berät eine Privatperson, die ihren Wohnsitz in der Schweiz hat, in einer Erbschaftsangelegenheit. Wo befindet sich der Ort der Leistung für die Umsatzsteuer?“"
VAT-INTL-027,„Ein österreichischer Rechtsanwalt erbringt eine Online-Rechtsberatung an eine Privatperson mit Wohnsitz in Japan. Die Beratung betrifft ein österreichisches Mietrecht und wird für ein Verfahren in Wien verwendet. Wo ist die Leistung steuerbar?“
VAT-INTL-028,"""Wer gilt im Sinne der Bestimmungen über den Ort der sonstigen Leistung als Nichtunternehmer?“"
VAT-INTL-029,"""Ein Influencer macht Werbung für ein neues Smartphone-Modell auf Instagram. Als Entgelt darf er das Smartphone behalten. Welcher Umsatztyp liegt hier vor?“"
VAT-INTL-030,„Eine Wiener Marketingagentur erstellt eine Online-Kampagne für eine Privatperson mit Wohnsitz in Kanada. Wo ist der Ort der sonstigen Leistung?“
VAT-INTL-031,„Ein IT-Spezialist aus Graz übernimmt die strukturierte Datenverarbeitung für die private Ahnenforschung eines Kunden aus Australien. Wo ist diese Leistung steuerpflichtig?“
VAT-INTL-032,"""Ein Österreicher vermietet seinen PKW für zwei Wochen an einen Schweizer Touristen. Ist das eine Katalogleistung nach Umsatzsteuerrecht?"""
VAT-INTL-033,"""Ein Wiener Musiker überträgt die Rechte an einem Lied an einen Fan in Australien. Wo liegt der Leistungsort?"""
VAT-INTL-034,"""Ein Wiener Energieversorger stellt einem Privatkunden in der Schweiz den Zugang zum Gasnetz bereit. Wo ist der Leistungsort?"""
VAT-INTL-035,„Welche Ziele verfolgt der Bundesminister für Finanzen mit der Anwendung des § 3a Abs. 16 UStG?“
VAT-INTL-036,„In welche zwei Richtungen kann sich der Leistungsort nach § 3a Abs. 16 UStG durch eine Verordnung verschieben?“
VAT-INTL-037,"""Ein Landwirt bringt Getreide zur Mühle und erhält sofort die gleiche Menge Mehl aus dem Bestand des Müllers gegen eine Mahlgebühr. Wie ist dieser Vorgang umsatzsteuerlich einzustufen?"""
VAT-INTL-038,"""Ein Reisebüro besorgt eine Stadtführung für eine Reisegruppe. Welcher Steuersatz gilt für die Weiterverrechnung?"""
VAT-INTL-039,"""Ein französisches Unternehmen bucht für seine Mitarbeiter Catering, die direkt mit dem Messeeintritt in Wien verbunden ist. Ort der Leistung?"""
VAT-INTL-040,„Eine Wiener Agentur überlässt einer Privatperson in Serbien eine qualifizierte Pflegekraft für die private Betreuung zu Hause. Wo ist diese Leistung steuerpflichtig?“
VAT-INTL-041,"„Ein österreichischer Softwareentwickler erhält von einem privaten Investor aus den USA eine hohe Entschädigung dafür, dass er für die nächsten zwei Jahre kein eigenes IT-Unternehmen gründet. Wo liegt der Leistungsort für diesen Verzicht?“"
VAT-INTL-042,"""Herr Stolz hat sein eigenes Baunternehmen. Außerdem ist er mit seinem Angestellen Markus gut befreundet. Da Markus schon lange über die Hausrenovierung beschwert, hat Herr Stolz die für ihn durchgefuhrt, weil sie gure Freunde sind. Ist das eine sonsitge Leistung?"""
VAT-INTL-043,"""Herr Stolz hat sein eigenes Unternehmen. Außerdem ist er mit seiner Angestellten Angela gut befreundet. Angela hat ihn gebeten, für zwei Nächte auf einem der Grundstücke des Unternehmens zu übernachten. Ist das eine sonstige Leistung?"""
VAT-INTL-044,"""Herr Müller betreibt eine Bäckerei. Er besitzt einen Firmenwagen, für den er beim Kauf vollständig Vorsteuerabzug geltend gemacht hat. Eines Tages nutzt Herr Müller den Wagen für einen privaten Ausflug mit seiner Familie, also außerhalb der Bäckerei. Muss Herr Müller etwas versteuern?"" "
VAT-INTL-045,"""Eine Personengemeinschaft, bestehend aus Frau Becker und Herrn Wagner, betreibt gemeinsam eine Konditorei. Die Gemeinschaft besitzt ein Firmenfahrrad, für das beim Kauf vollständig Vorsteuerabzug geltend gemacht wurde. Frau Becker hat das Fahrrad für einen privaten Einkaufsbummel benutzt. Muss die Personengemeinschaft etwas versteuern?"""
VAT-INTL-046,"""Herr Schmidt betreibt eine Werbeagentur in Wien. Eine IT-Firma aus Salzburg installiert neue Software für sein Unternehmen. Wo gilt die Leistung steuerlich als ausgeführt: Wien oder Salzburg?"""
VAT-INTL-047,"""Die Firma hat ihren Hauptsitz in Graz und eine Filiale in Linz. Ein Buchhaltungsunternehmen aus Wien erledigt die Buchhaltung für die Filiale in Linz. Wo gilt die Leistung steuerlich als ausgeführt: am Sitz der Firma in Graz oder in Linz?"""
VAT-INTL-048,"""Frau Meier betreibt eine Malerfirma in Wien. Sie streicht das Wohnzimmer von Herrn Bauer (Privatperson) in Graz. Wo gilt die Leistung steuerlich als ausgeführt: in Wien oder in Graz?"""
VAT-INTL-049,"""Frau Meier betreibt eine Malerfirma in Wien und hat zusätzlich eine Filiale in Graz. Sie führt die Renovierung des Wohnzimmers bei einer Privatperson in Graz durch, organisiert von der Filiale aus. Wo gilt die Leistung steuerlich als ausgeführt: in Wien oder in Graz?"""
VAT-INTL-050,"""An welchem Ort ist eine Vermittlungsleistung an einen Nichtunternehmer erbracht?"""
VAT-INTL-051,"""Herr Weber möchte sein Grundstück verkaufen. Er beauftragt einen Grundstücksmakler, der ihn bei der Vermittlung unterstützt. Gilt die Maklerleistung als sonstige Leistung im Zusammenhang mit einem Grundstück, und wo wird sie ausgeführt?"""
VAT-INTL-052,"""Eine Familie bucht für ihren Urlaub ein Ferienhaus auf einem Campingplatz. Handelt es sich hierbei um eine sonstige Leistung im Zusammenhang mit einem Grundstück, und wo liegt der Leistungsort?"""
VAT-INTL-053,"""Frau Meier erlaubt einem Unternehmer, ihr Firmengrundstück für ein Event zu nutzen, gegen Zahlung eines Entgelts. Ist dies eine sonstige Leistung im Zusammenhang mit einem Grundstück, und wo gilt die Leistung als erbracht?"""
VAT-INTL-054,"""Welche Leistung gilt als sonstige Leistung, wenn sie an einen Nichtunternehmer erbracht wird: eine Führung in einem Museum oder der Verkauf eines Kunstwerks in einer Galerie?"""
VAT-INTL-055,"""Welche Regel gilt für Lagerungs- oder Umschlagsleistungen, die üblicherweise mit Transport verbunden sind, wenn der Empfänger ein Nichtunternehmer ist?"""
VAT-INTL-056,"""Unter welchen Bedingungen zählen Reparaturarbeiten oder Gutachten an beweglichen Gegenständen als sonstige Leistung?"""
VAT-INTL-057,"""Wo wird eine Restaurant- oder Cateringleistung an einen Nichtunternehmer ausgeführt, wenn der Unternehmer an mehreren Standorten tätig ist?"""
VAT-INTL-058,"""Ein Unternehmer aus Berlin kauft Eintrittskarten für seine Mitarbeiter für eine Messe in München. Wo gilt die Leistung steuerlich als ausgeführt?"""
VAT-INTL-059,"""Herr Meier mietet ein Motorboot für 2 Wochen in Hamburg. Wo gilt die Vermietung steuerlich als ausgeführt?"""
VAT-INTL-060,"""Herr Meier mietet ein Motorboot für 2 Wochen in Hamburg. Handelt es sich um eine kurzfristige Vermietung?"""
VAT-INTL-061,"""Frau Becker mietet einen PKW für 25 Tage in München. Wo gilt die Vermietung steuerlich als ausgeführt?"""
VAT-INTL-062,"""Frau Becker mietet einen PKW für 25 Tage in München. Handelt es sich um eine kurzfristige Vermietung?"""
VAT-INTL-063,"""Ein italienischer Musiker streamt live eine ""Gondelfahrt"" durch Venedig für eine Privatperson in Wien, inklusive interaktiver Q&A. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-064,"""Ein Software-Developer in Österreich entwickelt ein SaaS für ein Unternehmen aus Japan. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-065,"""Ein Tourist aus Deutschland bucht ein Airbnb in Österreich. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-066,"""Ein Fotograf aus der Schweiz erstellt Hochzeitsfotos für ein Paar aus Österreich, die Hochzeit findet jedoch in Bern statt. Wo ist der Leistungsort?“"
VAT-INTL-067,"""Ein österreichischer Unternehmer vermietet langfristig ein Fahrzeug an eine Privatperson in Italien. Wo liegt der Leistungsort?"""
VAT-INTL-068,"""Ein Würstelstand aus Österreich verkauft Frankfurter Würstchen an Touristen aus Frankreich. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-069,"""Ein Tourist aus Deutschland übernachtet in einem Wiener Hotel. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-070,"""Ein Model aus Österreich wird von einer Modeagentur in Italien (Unternehmer) für eine Show in Mailand gebucht. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-071,"""Eine Van-Gogh-Ausstellung findet in Wien statt. Besucher kommen aus der ganzen Welt. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-072,"""Touristen aus Österreich kaufen bei einer Buchmesse in Paris, Frankreich Bücher im Wert von 70 Euro. Wo ist die Leistung steuerpflichtig?"" "
VAT-INTL-073,"""Christian führt ein Bed & Breakfast in Österreich. Christian ist aber australischer Staatsbürger. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-074,"""Ein Maler aus Frankreich vermietet seine Gemälde an Museen in Österreich, die die Werke für eine Ausstellung nutzen. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-075,"""Ein Youtuber aus Österreich wird von einem US-Unternehmen beauftragt, Werbung auf einem Event in den USA zu machen. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-076,"""Ein Tourist aus Österreich mietet ein Auto für 7 Tage in Zakynthos, Griechenland. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-077,"""Ein Tourist aus Österreich mietet ein Wasserboot für 98 Tage in Zakynthos, Griechenland. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-078,"""Ein Tourist aus Deutschland mietet ein Tiny House auf einem österreichischen Bauernhof für 3 Nächte. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-079,"""Ein österreichischer Personaltrainer verkauft einen digitalen Fitnesskurs an eine Privatperson in Frankreich. Wo ist die Leistung steuerpflichtig?"""""
VAT-INTL-080,"""Ein österreichisches Unternehmen verkauft Cloud-Speicherplatz an eine deutsche GmbH. Wo ist die Leistung steuerpflichtig?"""
VAT-INTL-081,"""Eine britische Marketingagentur entwickelt eine Werbekampagne für ein österreichisches Start-up. Wo ist die Leistung steuerpflichtig?“"
VAT-INTL-082,"""Ein deutsches Unternehmen bietet einen Online-Kochkurs für Privatpersonen in Österreich an. Wo ist die Leistung steuerpflichtig?"""
ESTG27-001,"Herr Kern ist zu 60% an einer GmbH beteiligt, die er im Rahmen seines Einzelunternehmens (Betriebsvermögen) hält. Die GmbH schüttet 10.000 Euro aus. Gleichzeitig hält er privat Aktien derselben GmbH im Wert von 5.000 Euro und erhält darauf anteilig 2.000 Euro Dividende. Wie sind die beiden Ausschüttungen einkommensteuerrechtlich zu behandeln?"
ESTG27-002,Frau Sommer schließt im Alter von 48 Jahren eine Kapitallebensversicherung auf den Erlebensfall ab. Sie zahlt eine einmalige Prämie von 50.000 Euro. Die Versicherungslaufzeit beträgt 12 Jahre. Nach Ablauf erhält sie 65.000 Euro. Ist der Unterschiedsbetrag von 15.000 Euro steuerpflichtig?
ESTG27-003,"Herr Wolf kauft am 1. März Aktien der X-AG um 10.000 Euro (ex dividend). Am 15. März werden ihm 500 Euro Dividende gutgeschrieben. Am 30. April veräußert er die Aktien um 9.800 Euro. Sein Depot befindet sich bei einer österreichischen Bank. Wie hoch ist sein steuerpflichtiger Gesamtertrag aus diesen Transaktionen nach § 27 EStG 1988, und welche Tatbestände sind betroffen?"
ESTG27-004,"Herr Ritter ist stiller Gesellschafter an einem Handelsunternehmen. In Jahr 1 erzielt er einen Verlustanteil von 8.000 Euro, in Jahr 2 einen Gewinnanteil von 3.000 Euro. Zusätzlich hat er in Jahr 2 Dividendeneinkünfte aus Aktien von 10.000 Euro. Wie ist der Verlust aus Jahr 1 zu behandeln, und kann er in Jahr 2 mit den Dividenden verrechnet werden?"
ESTG27-005,"Frau Berger überträgt im Wege der Schenkung ihre Aktien (Anschaffungskosten: 5.000 Euro, aktueller Wert: 12.000 Euro) von ihrem Depot bei der österreichischen Bank A auf das Depot ihres Sohnes bei der deutschen Bank B. Sie beauftragt die Bank A, dem zuständigen Finanzamt innerhalb eines Monats die übertragenen Wertpapiere und deren Anschaffungskosten mitzuteilen. Gilt die Übertragung als Veräußerung?"
ESTG27-006,Herr Lenz hat seine österreichische Privatstiftung gegründet und im Jahr 2010 Immobilien (Einstandswert steuerlich: 200.000 Euro) eingebracht. Im Jahr 2024 widerruft er die Privatstiftung und erhält das Restvermögen zurück. Das Evidenzkonto der Privatstiftung weist einen Letztstand von 80.000 Euro aus. Die Privatstiftung hat im Laufe der Jahre Gewinne erwirtschaftet. Wie ist die Rückübertragung bei Herrn Lenz einkommensteuerrechtlich zu behandeln?
ESTG27-007,Frau Huber kauft im Jänner eine Unternehmensanleihe um 10.000 Euro inklusive aufgelaufener Stückzinsen von 200 Euro. Im Oktober desselben Jahres veräußert sie die Anleihe um 10.500 Euro inklusive aufgelaufener Stückzinsen von 350 Euro. Wie sind die beim Kauf gezahlten und beim Verkauf erhaltenen Stückzinsen nach § 27 EStG 1988 zu behandeln?
ESTG27-008,Herr Gruber zieht von Österreich in die Schweiz (Nicht-EU/EWR-Staat) und besitzt dabei im Privatvermögen Aktien mit stillen Reserven von 20.000 Euro sowie einen Future-Kontrakt mit einem latenten Gewinn von 5.000 Euro. Welche steuerlichen Konsequenzen hat der Wegzug nach § 27 EStG 1988?
ESTG27-009,Eine österreichische GmbH & Co KG (Mitunternehmerschaft) hält im Betriebsvermögen Aktien. Die Aktien werden mit Gewinn veräußert. Ein Kommanditist hält seinen Anteil an der KG im Privatvermögen. Sind die Gewinne aus der Aktienveräußerung für den Kommanditisten Einkünfte aus Kapitalvermögen nach § 27 EStG 1988?
ESTG27-010,"Frau Stern hat über ihre österreichische Bank im Privatvermögen eine Put-Option auf Aktien der Y-AG gekauft und dafür eine Optionsprämie von 800 Euro bezahlt. Die Option läuft wertlos aus, weil der Aktienkurs gestiegen ist. Zusätzlich hat sie als Stillhalterin bei einer anderen Option eine Prämie von 1.500 Euro erhalten, die ebenfalls wertlos ausläuft. Wie sind diese beiden Positionen nach § 27 EStG 1988 zu behandeln?"
ESTG27-011,"Herr Adler ist Begünstigter einer Privatstiftung. Im laufenden Geschäftsjahr beträgt der Bilanzgewinn der Stiftung zu Jahresbeginn 50.000 Euro, die Gewinnrücklagen betragen 30.000 Euro, und das Evidenzkonto weist einen Stand von 200.000 Euro aus. Die Stiftung schüttet 90.000 Euro an Herrn Adler aus. In welchem Ausmaß handelt es sich um steuerpflichtige Einkünfte aus Kapitalvermögen?"
ESTG27-012,"Frau Koch hält im Privatvermögen Aktien bei der österreichischen Bank A. Sie überträgt diese auf ihr eigenes Depot bei der deutschen Bank B und beauftragt Bank A, dem Finanzamt innerhalb eines Monats Name, Steuernummer, die übertragenen Aktien und deren Anschaffungskosten sowie die Empfängerbank mitzuteilen. Zwei Monate später zieht Frau Koch nach Kanada. Gilt nun rückwirkend die ursprüngliche Depotübertragung doch als Veräußerung?"
ESTG27-013,"Herr Jung ist Mitglied einer Agrargemeinschaft und erhält im laufenden Jahr zunächst eine Vorauszahlung von 2.500 Euro im Mai und eine weitere Zahlung von 2.000 Euro im November. Handelt es sich um steuerpflichtige Einkünfte aus Kapitalvermögen nach § 27 EStG 1988, obwohl jede Einzelzahlung unter 4.000 Euro liegt?"
ESTG27-014,"Frau Braun kauft Aktien im Wert von 20.000 Euro und finanziert den Kauf durch ein Bankdarlehen, für das sie 800 Euro Zinsen bezahlt. Im selben Jahr erhält sie Dividenden von 600 Euro aus diesen Aktien und erzielt bei der Veräußerung der Aktien einen Verlust von 1.500 Euro. Kann sie die Darlehenszinsen oder den Veräußerungsverlust steuermindernd geltend machen?"
ESTG27-017,"Herr Fink hält Genussrechte an einer österreichischen AG, die ihm laufende Erträge gewähren. Im Laufe des Jahres erhält er: (1) einen laufenden Ertrag von 1.000 Euro, (2) eine Sonderzahlung der AG anlässlich einer Kapitalerhöhung von 500 Euro sowie (3) einen Betrag von 300 Euro, den die AG als übernommene Kapitalertragsteuer weiterleitet. Wie sind diese drei Positionen nach § 27 EStG 1988 zu behandeln?"
ESTG27-018,"Frau Hild hat im Jänner des laufenden Jahres Aktien um 15.000 Euro erworben und im März mit einem Verlust von 3.000 Euro veräußert. Im April kauft sie Anteile an einem Investmentfonds (Thesaurierer) um 10.000 Euro. Im Dezember schüttet der Fonds keine Erträge aus, aber es werden ihr ausschüttungsgleiche Erträge von 400 Euro zugerechnet. Außerdem erleidet sie bei einem CFD-Handel (Differenzkontrakt) einen Verlust von 1.200 Euro. Wie ist die Verlustausgleichssituation nach § 27 EStG 1988 zu beurteilen?"
ESTG27-019,"Herr Moser zieht von Österreich nach Deutschland (EU-Staat) und beantragt die Nichtfestsetzung der Wegzugsteuer auf seine Aktien. Fünf Jahre später kehrt er nach Österreich zurück, ohne die Aktien in der Zwischenzeit veräußert zu haben. Die Aktien haben im Ausland an Wert gewonnen. Was sind die steuerlichen Konsequenzen des Wiedereintritts in das österreichische Besteuerungsrecht nach § 27 EStG 1988?"
ESTG27-020,"Frau Binder hat eine Rentenversicherung abgeschlossen, bei der die erste Rentenzahlung bereits nach 8 Jahren erfolgen soll. Sie entscheidet sich nach 9 Jahren für eine Kapitalabfindung statt der laufenden Rente. Die eingezahlten Prämien betrugen 30.000 Euro, die Kapitalabfindung beträgt 38.000 Euro. Frau Binder war bei Vertragsabschluss 55 Jahre alt und hat laufende, gleich bleibende Prämien vereinbart. Ist der Unterschiedsbetrag von 8.000 Euro steuerpflichtig?"
ESTG27-021,Herr Baum hält Aktien der A-AG im Privatvermögen. Die A-AG beschließt eine Kapitalherabsetzung und zahlt dabei 4.000 Euro an Herrn Baum zurück. Die A-AG hat ausreichend Gewinnrücklagen. Handelt es sich bei der Rückzahlung um Einkünfte aus Kapitalvermögen nach § 27 EStG 1988?
ESTG27-022,"Frau Sander tauscht ihre Anteile an der X-GmbH (Privatvermögen, Anschaffungskosten 8.000 Euro, gemeiner Wert 15.000 Euro) gegen Anteile an der Y-GmbH im Rahmen eines nicht unter das Umgründungssteuergesetz fallenden Tauschs. Wie ist der Tauschvorgang nach § 27 EStG 1988 zu behandeln?"
ESTG27-023,"Herr Zander ist Begünstigter einer ausländischen Stiftung mit Sitz in Liechtenstein, die mit einer österreichischen Privatstiftung vergleichbar ist. Er erhält eine Zuwendung von 20.000 Euro. Für die ursprüngliche Einbringung des Vermögens in die Stiftung wurde Stiftungseingangssteuer entrichtet. Das Evidenzkonto weist einen Stand von 5.000 Euro aus, der maßgebliche Wert (Bilanzgewinn + Rücklagen) beträgt 12.000 Euro. Wie ist die Zuwendung steuerlich zu behandeln?"
ESTG27-024,"Frau Dorn kauft Aktien der B-AG und veräußert kurz darauf nur die Dividendenscheine (ohne die Aktien selbst zu verkaufen), weil sie kurzfristig Liquidität benötigt. Sie erzielt dafür 800 Euro. Liegt ein steuerpflichtiger Tatbestand nach § 27 EStG 1988 vor?"
ESTG27-025,"Herr Kohl hat im Privatvermögen Aktien der C-AG, die insolvent wird und liquidiert wird. Im Zuge der Liquidation erhält er als Aktionär eine Liquidationsquote von 2.000 Euro (Anschaffungskosten der Aktien: 9.000 Euro). Welche steuerlichen Konsequenzen ergeben sich nach § 27 EStG 1988?"
ESTG27-026,Frau Pohl schließt im Alter von 52 Jahren eine fondsgebundene Lebensversicherung auf den Erlebensfall ab und zahlt eine Einmalprämie von 40.000 Euro. Die vereinbarte Laufzeit beträgt 11 Jahre. Nach Ablauf erhält sie 52.000 Euro ausgezahlt. Ist der Unterschiedsbetrag von 12.000 Euro nach § 27 EStG 1988 steuerpflichtig?
ESTG27-027,"Herr Frank hält im Privatvermögen Unternehmensanleihen bei einer österreichischen Bank. Er überträgt diese im Rahmen einer Umgründung (Einbringung seines Einzelunternehmens in eine GmbH gemäß UmgrStG) in das Betriebsvermögen der neu gegründeten GmbH. Er beauftragt die depotführende Stelle, dem Finanzamt innerhalb eines Monats die Daten zu melden. Gilt die Übertragung als Veräußerung?"
ESTG27-028,"Frau Lang erhält von ihrer österreichischen Privatstiftung eine Zuwendung in Form einer Immobilie (Verkehrswert: 300.000 Euro, Anschaffungskosten in der Stiftung: 200.000 Euro). Gleichzeitig übernimmt Frau Lang eine auf der Immobilie lastende Hypothek von 80.000 Euro. Wie ist die Zuwendung nach § 27 EStG 1988 zu behandeln?"
